end_time,mean_3_days,mean_5_days,mean_7_days,change_cons_3_5,change_cons_3_7,max_temp,min_temp,mean_temp,median_temp,range_temp,diff_cons_now_1_day,diff_cons_now_2_day,diff_cons_now_3_day,diff_cons_now_4_day,diff_cons_now_5_day,diff_cons_now_6_day,diff_cons_now_7_day,diff_cons_now_8_day,diff_cons_now_9_day,diff_cons_now_10_day,diff_max_temp_now_1_day,diff_max_temp_now_2_day,diff_max_temp_now_3_day,diff_max_temp_now_4_day,diff_max_temp_now_5_day,diff_max_temp_now_6_day,diff_max_temp_now_7_day,diff_max_temp_now_8_day,diff_max_temp_now_9_day,diff_min_temp_now_1_day,diff_min_temp_now_2_day,diff_min_temp_now_3_day,diff_min_temp_now_4_day,diff_min_temp_now_5_day,diff_min_temp_now_6_day,diff_min_temp_now_7_day,diff_min_temp_now_8_day,diff_min_temp_now_9_day,diff_mean_temp_now_1_day,diff_mean_temp_now_2_day,diff_mean_temp_now_3_day,diff_mean_temp_now_4_day,diff_mean_temp_now_5_day,diff_mean_temp_now_6_day,diff_mean_temp_now_7_day,diff_mean_temp_now_8_day,diff_mean_temp_now_9_day
2017-02-03 06:00:00,0.0737,0.067,0.070829,0.0067,0.002871,-2,-4,-2.571429,-2,2,-0.1273,-0.0134,-0.0134,-0.0469,-0.0402,-0.067,-0.0134,-0.067,-0.1005,-0.0737,-3,-3,-4,-4,-2,-3,-3,-3,-2,2,-1,-1,3,4,3,1,-2,-1,-0.291667,-2.041667,-2.583333,-0.666667,1.125,0.25,-1.666667,-2.583333,-1.916667
2017-02-04 06:00:00,0.075933,0.06164,0.064129,0.014293,0.011805,-1,-2,-1.142857,-1,1,0.0201,-0.1072,0.0067,0.0067,-0.0268,-0.0201,-0.0469,0.0067,-0.0469,-0.0804,-1,-2,-2,-3,-3,-1,-2,-2,-2,3,3,0,0,4,5,4,2,-1,0.416667,0.708333,-1.041667,-1.583333,0.333333,2.125,1.25,-0.666667,-1.583333
2017-02-05 06:00:00,0.031267,0.05762,0.057429,-0.026353,-0.026162,1,0,0.285714,0,1,-0.0268,-0.0067,-0.134,-0.0201,-0.0201,-0.0536,-0.0469,-0.0737,-0.0201,-0.0737,0,1,0,0,-1,-1,1,0,0,3,5,5,2,2,6,7,6,4,0.958333,2.416667,2.708333,0.958333,0.416667,2.333333,4.125,3.25,1.333333
2017-02-06 06:00:00,0.0603,0.07236,0.063171,-0.01206,-0.002871,1,0,0.285714,0,1,0.0938,0.067,0.0871,-0.0402,0.0737,0.0737,0.0402,0.0469,0.0201,0.0737,0,0,1,0,0,-1,-1,1,0,1,3,5,5,2,2,6,7,6,0.333333,0.958333,2.416667,2.708333,0.958333,0.416667,2.333333,4.125,3.25
2017-02-07 06:00:00,0.067,0.05494,0.067,0.01206,0,0,-3,-2.142857,-3,3,-0.0469,0.0469,0.0201,0.0402,-0.0871,0.0268,0.0268,-0.0067,0,-0.0268,-1,-1,-1,0,-1,-1,-2,-2,0,0,0,2,4,4,1,1,5,6,-0.083333,-0.666667,-0.041667,1.416667,1.708333,-0.041667,-0.583333,1.333333,3.125
2017-02-08 06:00:00,0.096033,0.07102,0.076571,0.025013,0.019462,-1,-2,-1.428571,-1,1,0.0402,-0.0067,0.0871,0.0603,0.0804,-0.0469,0.067,0.067,0.0335,0.0402,-1,-2,-2,-2,-1,-2,-2,-3,-3,2,-1,-1,1,3,3,0,0,4,0.125,-1.083333,-1.666667,-1.041667,0.416667,0.708333,-1.041667,-1.583333,0.333333
2017-02-09 06:00:00,0.084867,0.07772,0.066043,0.007147,0.018824,-5,-6,-5.571429,-6,1,-0.0268,0.0134,-0.0335,0.0603,0.0335,0.0536,-0.0737,0.0402,0.0402,0.0067,-4,-5,-6,-6,-6,-5,-6,-6,-7,0,-2,-5,-5,-3,-1,-1,-4,-4,-2.125,-3.875,-5.083333,-5.666667,-5.041667,-3.583333,-3.291667,-5.041667,-5.583333
2017-02-10 06:00:00,0.067,0.07638,0.064129,-0.00938,0.002871,-7,-7,-7,-7,0,-0.067,-0.0938,-0.0536,-0.1005,-0.0067,-0.0335,-0.0134,-0.1407,-0.0268,-0.0268,-3,-6,-7,-8,-8,-8,-7,-8,-8,0,-2,-4,-7,-7,-5,-3,-3,-6,-1.25,-4.125,-5.875,-7.083333,-7.666667,-7.041667,-5.583333,-5.291667,-7.041667
2017-02-11 06:00:00,0.055833,0.06834,0.067957,-0.012507,-0.012124,-6,-7,-6.142857,-6,1,0.0603,-0.0067,-0.0335,0.0067,-0.0402,0.0536,0.0268,0.0469,-0.0804,0.0335,-2,-2,-5,-6,-7,-7,-7,-6,-7,1,1,-1,-3,-6,-6,-4,-2,-2,0,-0.25,-3.125,-4.875,-6.083333,-6.666667,-6.041667,-4.583333,-4.291667
2017-02-12 06:00:00,0.0536,0.06968,0.075614,-0.01608,-0.022014,-3,-6,-4.571429,-5,3,0,0.0603,-0.0067,-0.0335,0.0067,-0.0402,0.0536,0.0268,0.0469,-0.0804,-2,1,1,-2,-3,-4,-4,-4,-3,4,4,4,2,0,-3,-3,-1,1,0.583333,3,2.75,-0.125,-1.875,-3.083333,-3.666667,-3.041667,-1.583333
2017-02-13 06:00:00,0.089333,0.07236,0.076571,0.016973,0.012762,-3,-5,-4,-4,2,0.0469,0.0469,0.1072,0.0402,0.0134,0.0536,0.0067,0.1005,0.0737,0.0938,-3,-2,1,1,-2,-3,-4,-4,-4,3,4,4,4,2,0,-3,-3,-1,0.166667,0.583333,3,2.75,-0.125,-1.875,-3.083333,-3.666667,-3.041667
2017-02-14 06:00:00,0.1474,0.10586,0.102414,0.04154,0.044986,-6,-7,-6.571429,-7,1,0.1273,0.1742,0.1742,0.2345,0.1675,0.1407,0.1809,0.134,0.2278,0.201,-4,-6,-5,-2,-2,-5,-6,-7,-7,0,0,1,1,1,-1,-3,-6,-6,-2.125,-2.833333,-2.416667,0,-0.25,-3.125,-4.875,-6.083333,-6.666667
2017-02-15 06:00:00,0.122833,0.10318,0.0871,0.019653,0.035733,-7,-9,-7.857143,-8,2,-0.2479,-0.1206,-0.0737,-0.0737,-0.0134,-0.0804,-0.1072,-0.067,-0.1139,-0.0201,-5,-5,-7,-6,-3,-3,-6,-7,-8,0,-1,-1,0,0,0,-2,-4,-7,-0.916667,-3.125,-3.833333,-3.416667,-1,-1.25,-4.125,-5.875,-7.083333
2017-02-16 06:00:00,0.1273,0.11524,0.094757,0.01206,0.032543,-4,-6,-5.142857,-5,2,0.134,-0.1139,0.0134,0.0603,0.0603,0.1206,0.0536,0.0268,0.067,0.0201,-8,-2,-2,-4,-3,0,0,-3,-4,5,3,2,2,3,3,3,1,-1,-0.333333,2.083333,-0.125,-0.833333,-0.416667,2,1.75,-1.125,-2.875
2017-02-17 06:00:00,0.055833,0.1072,0.097629,-0.051367,-0.041795,1,-3,-1.285714,-2,4,-0.1005,0.0335,-0.2144,-0.0871,-0.0402,-0.0402,0.0201,-0.0469,-0.0737,-0.0335,-9,-3,3,3,1,2,5,5,2,7,10,8,7,7,8,8,8,6,-0.833333,4.666667,7.083333,4.875,4.166667,4.583333,7,6.75,3.875
2017-02-18 06:00:00,0.071467,0.09246,0.0938,-0.020993,-0.022333,5,4,4.142857,4,1,0.0134,-0.0871,0.0469,-0.201,-0.0737,-0.0268,-0.0268,0.0335,-0.0335,-0.0603,-5,-5,1,7,7,5,6,9,9,8,11,14,12,11,11,12,12,12,1.791667,3.166667,8.666667,11.083333,8.875,8.166667,8.583333,11,10.75
2017-02-19 06:00:00,0.062533,0.06432,0.098586,-0.001787,-0.036052,3,3,3,3,0,0.0603,0.0737,-0.0268,0.1072,-0.1407,-0.0134,0.0335,0.0335,0.0938,0.0268,-2,-7,-7,-1,5,5,3,4,7,0,6,9,12,10,9,9,10,10,-0.666667,-0.208333,1.166667,6.666667,9.083333,6.875,6.166667,6.583333,9
2017-02-20 06:00:00,0.067,0.0737,0.088057,-0.0067,-0.021057,2,2,2,2,0,-0.0603,0,0.0134,-0.0871,0.0469,-0.201,-0.0737,-0.0268,-0.0268,0.0335,-1,-3,-8,-8,-2,4,4,2,3,0,-1,5,8,11,9,8,8,9,-0.708333,-1.666667,-1.208333,0.166667,5.666667,8.083333,5.875,5.166667,5.583333
2017-02-21 06:00:00,0.062533,0.0536,0.057429,0.008933,0.005105,5,4,4.142857,4,1,-0.0134,-0.0737,-0.0134,0,-0.1005,0.0335,-0.2144,-0.0871,-0.0402,-0.0402,-1,2,0,-5,-5,1,7,7,5,3,3,2,8,11,14,12,11,11,1.375,2.291667,1.333333,1.791667,3.166667,8.666667,11.083333,8.875,8.166667
2017-02-22 06:00:00,0.0402,0.05494,0.063171,-0.01474,-0.022971,9,7,7.428571,7,2,0.0067,-0.0067,-0.067,-0.0067,0.0067,-0.0938,0.0402,-0.2077,-0.0804,-0.0335,0,3,6,4,-1,-1,5,11,11,5,7,7,6,12,15,18,16,15,2.958333,5.375,6.291667,5.333333,5.791667,7.166667,12.666667,15.083333,12.875
2017-02-23 06:00:00,0.051367,0.06164,0.055514,-0.010273,-0.004148,3,2,2.857143,3,1,0.0402,0.0469,0.0335,-0.0268,0.0335,0.0469,-0.0536,0.0804,-0.1675,-0.0402,-6,-6,-3,0,-2,-7,-7,-1,5,-1,-1,1,1,0,6,9,12,10,-3.583333,-3.041667,-0.625,0.291667,-0.666667,-0.208333,1.166667,6.666667,9.083333
2017-02-24 06:00:00,0.062533,0.0536,0.0603,0.008933,0.002233,5,5,5,5,0,-0.0134,0.0268,0.0335,0.0201,-0.0402,0.0201,0.0335,-0.067,0.067,-0.1809,-4,-4,-4,-1,2,0,-5,-5,1,3,1,1,3,3,2,8,11,14,-0.791667,-1.583333,-1.041667,1.375,2.291667,1.333333,1.791667,3.166667,8.666667
2017-02-25 06:00:00,0.1005,0.07504,0.075614,0.02546,0.024886,6,5,5.142857,5,1,0.0871,0.0737,0.1139,0.1206,0.1072,0.0469,0.1072,0.1206,0.0201,0.1541,-2,-3,-3,-3,0,3,1,-4,-4,2,4,2,2,4,4,3,9,12,0.458333,0.208333,-0.583333,-0.041667,2.375,3.291667,2.333333,2.791667,4.166667
2017-02-26 06:00:00,0.096033,0.08174,0.069871,0.014293,0.026162,1,0,0.142857,0,1,-0.0871,0,-0.0134,0.0268,0.0335,0.0201,-0.0402,0.0201,0.0335,-0.067,-5,-7,-8,-8,-8,-5,-2,-4,-9,1,-3,-1,-3,-3,-1,-1,-2,4,-1.458333,-4.541667,-4.791667,-5.583333,-5.041667,-2.625,-1.708333,-2.666667,-2.208333
2017-02-27 06:00:00,0.089333,0.08308,0.069871,0.006253,0.019462,4,4,4,4,0,-0.0201,-0.1072,-0.0201,-0.0335,0.0067,0.0134,0,-0.0603,0,0.0134,-1,-2,-4,-5,-5,-5,-2,1,-1,4,4,0,2,0,0,2,2,1,1.416667,1.541667,-1.541667,-1.791667,-2.583333,-2.041667,0.375,1.291667,0.333333
2017-02-28 06:00:00,0.067,0.08442,0.077529,-0.01742,-0.010529,8,7,7.714286,8,1,0.0402,0.0201,-0.067,0.0201,0.0067,0.0469,0.0536,0.0402,-0.0201,0.0402,0,3,2,0,-1,-1,-1,2,5,4,8,8,4,6,4,4,6,6,2.125,5.416667,5.541667,2.458333,2.208333,1.416667,1.958333,4.375,5.291667
2017-03-01 06:00:00,0.078167,0.09112,0.086143,-0.012953,-0.007976,10,7,7.571429,7,3,0.0134,0.0536,0.0335,-0.0536,0.0335,0.0201,0.0603,0.067,0.0536,-0.0067,-2,2,5,4,2,1,1,1,4,3,6,10,10,6,8,6,6,8,1.166667,4.125,7.416667,7.541667,4.458333,4.208333,3.416667,3.958333,6.375
2017-03-02 06:00:00,0.0938,0.07906,0.088057,0.01474,0.005743,5,4,4.428571,4,1,-0.0067,0.0067,0.0469,0.0268,-0.0603,0.0268,0.0134,0.0536,0.0603,0.0469,-5,-7,-3,0,-1,-3,-4,-4,-4,0,-2,1,5,5,1,3,1,1,-2.833333,-3.833333,-0.875,2.416667,2.541667,-0.541667,-0.791667,-1.583333,-1.041667
2017-03-03 06:00:00,0.0871,0.07906,0.088057,0.00804,-0.000957,2,0,0.714286,1,2,-0.0268,-0.0335,-0.0201,0.0201,0,-0.0871,0,-0.0134,0.0268,0.0335,-6,-8,-10,-6,-3,-4,-6,-7,-7,0,-3,-5,-2,2,2,-2,0,-2,-2.875,-5.833333,-6.833333,-3.875,-0.583333,-0.458333,-3.541667,-3.791667,-4.583333
2017-03-04 06:00:00,0.082633,0.0871,0.078486,-0.004467,0.004148,4,2,2.714286,3,2,0.0201,-0.0067,-0.0134,0,0.0402,0.0201,-0.067,0.0201,0.0067,0.0469,-2,-4,-6,-8,-4,-1,-2,-4,-5,4,2,-1,-3,0,4,4,0,2,0.875,-0.875,-3.833333,-4.833333,-1.875,1.416667,1.541667,-1.541667,-1.791667
2017-03-05 06:00:00,0.058067,0.0737,0.071786,-0.015633,-0.013719,5,3,3.714286,4,2,-0.067,-0.0469,-0.0737,-0.0804,-0.067,-0.0268,-0.0469,-0.134,-0.0469,-0.0603,-5,-1,-3,-5,-7,-3,0,-1,-3,3,5,3,0,-2,1,5,5,1,-0.375,1.875,0.125,-2.833333,-3.833333,-0.875,2.416667,2.541667,-0.541667
2017-03-06 06:00:00,0.0469,0.0603,0.069871,-0.0134,-0.022971,8,7,7.285714,7,1,0.0134,-0.0536,-0.0335,-0.0603,-0.067,-0.0536,-0.0134,-0.0335,-0.1206,-0.0335,-6,-2,2,0,-2,-4,0,3,2,5,6,8,6,3,1,4,8,8,0,2.625,4.875,3.125,0.166667,-0.833333,2.125,5.416667,5.541667
2017-03-07 06:00:00,0.049133,0.0603,0.070829,-0.011167,-0.021695,5,4,4.571429,5,1,0.0603,0.0737,0.0067,0.0268,0,-0.0067,0.0067,0.0469,0.0268,-0.0603,-5,-9,-5,-1,-3,-5,-7,-3,0,0,2,3,5,3,0,-2,1,5,-2.833333,-3,-0.375,1.875,0.125,-2.833333,-3.833333,-0.875,2.416667
2017-03-08 06:00:00,0.067,0.06164,0.067,0.00536,0,2,1,1.142857,1,1,-0.0201,0.0402,0.0536,-0.0134,0.0067,-0.0201,-0.0268,-0.0134,0.0268,0.0067,-8,-8,-12,-8,-4,-6,-8,-10,-6,0,-3,-1,0,2,0,-3,-5,-2,-3.416667,-5.833333,-6,-3.375,-1.125,-2.875,-5.833333,-6.833333,-3.875
2017-03-09 06:00:00,0.082633,0.0603,0.065086,0.022333,0.017548,1,0,0.857143,1,1,0.0067,-0.0134,0.0469,0.0603,-0.0067,0.0134,-0.0134,-0.0201,-0.0067,0.0335,-2,-9,-9,-13,-9,-5,-7,-9,-11,1,-1,-4,-2,-1,1,-1,-4,-6,-0.375,-4.416667,-6.833333,-7,-4.375,-2.125,-3.875,-6.833333,-7.833333
2017-03-10 06:00:00,0.051367,0.05628,0.055514,-0.004913,-0.004148,5,4,4.142857,4,1,-0.0804,-0.0737,-0.0938,-0.0335,-0.0201,-0.0871,-0.067,-0.0938,-0.1005,-0.0871,-3,2,-5,-5,-9,-5,-1,-3,-5,5,5,3,0,2,3,5,3,0,1.041667,3.625,-0.416667,-2.833333,-3,-0.375,1.875,0.125,-2.833333
2017-03-11 06:00:00,0.042433,0.05896,0.049771,-0.016527,-0.007338,4,3,3.428571,3,1,0.0469,-0.0335,-0.0268,-0.0469,0.0134,0.0268,-0.0402,-0.0201,-0.0469,-0.0536,-4,-4,1,-6,-6,-10,-6,-2,-4,0,4,4,2,-1,1,2,4,2,-1.291667,0.041667,2.625,-1.416667,-3.833333,-4,-1.375,0.875,-0.875
2017-03-12 06:00:00,0.067,0.07102,0.068914,-0.00402,-0.001914,0,-1,-0.428571,0,1,0.1072,0.1541,0.0737,0.0804,0.0603,0.1206,0.134,0.067,0.0871,0.0603,-8,-8,-8,-3,-10,-10,-14,-10,-6,-1,-4,0,0,-2,-5,-3,-2,0,-4.458333,-5.291667,-3.958333,-1.375,-5.416667,-7.833333,-8,-5.375,-3.125
2017-03-13 06:00:00,0.0938,0.07236,0.075614,0.02144,0.018186,-1,-2,-1.714286,-2,1,-0.0737,0.0335,0.0804,0,0.0067,-0.0134,0.0469,0.0603,-0.0067,0.0134,-9,-9,-9,-9,-4,-11,-11,-15,-11,0,-2,-5,-1,-1,-3,-6,-4,-3,-3.458333,-5.458333,-6.291667,-4.958333,-2.375,-6.416667,-8.833333,-9,-6.375
2017-03-14 06:00:00,0.1139,0.07772,0.077529,0.03618,0.036371,2,-2,0.714286,1,4,0.0268,-0.0469,0.0603,0.1072,0.0268,0.0335,0.0134,0.0737,0.0871,0.0201,-5,-6,-6,-6,-6,-1,-8,-8,-12,4,3,1,-2,2,2,0,-3,-1,0.333333,-0.458333,-2.458333,-3.291667,-1.958333,0.625,-3.416667,-5.833333,-6
2017-03-15 06:00:00,0.118367,0.11122,0.090929,0.007147,0.027438,2,0,1.285714,1,2,0.0603,0.0871,0.0134,0.1206,0.1675,0.0871,0.0938,0.0737,0.134,0.1474,-6,-5,-6,-6,-6,-6,-1,-8,-8,4,4,3,1,-2,2,2,0,-3,-1.75,0.333333,-0.458333,-2.458333,-3.291667,-1.958333,0.625,-3.416667,-5.833333
2017-03-16 06:00:00,0.091567,0.10184,0.079443,-0.010273,0.012124,9,6,7.571429,7,3,-0.1675,-0.1072,-0.0804,-0.1541,-0.0469,0,-0.0804,-0.0737,-0.0938,-0.0335,0,1,2,1,1,1,1,6,-1,9,11,11,10,8,5,9,9,7,3.541667,5.25,7.333333,6.541667,4.541667,3.708333,5.041667,7.625,3.583333
2017-03-17 06:00:00,0.0871,0.08978,0.092843,-0.00268,-0.005743,5,3,3.714286,4,2,0.0938,-0.0737,-0.0134,0.0134,-0.0603,0.0469,0.0938,0.0134,0.0201,0,-6,-4,-3,-2,-3,-3,-3,-3,2,0,5,7,7,6,4,1,5,5,-3.208333,-0.458333,1.25,3.333333,2.541667,0.541667,-0.291667,1.041667,3.625
2017-03-18 06:00:00,0.044667,0.08174,0.091886,-0.037073,-0.047219,5,4,4.714286,5,1,-0.0536,0.0402,-0.1273,-0.067,-0.0402,-0.1139,-0.0067,0.0402,-0.0402,-0.0335,-4,-6,-4,-3,-2,-3,-3,-3,-3,2,0,5,7,7,6,4,1,5,-1.25,-3.208333,-0.458333,1.25,3.333333,2.541667,0.541667,-0.291667,1.041667
2017-03-19 06:00:00,0.064767,0.07236,0.078486,-0.007593,-0.013719,6,3,5,6,3,0.0201,-0.0335,0.0603,-0.1072,-0.0469,-0.0201,-0.0938,0.0134,0.0603,-0.0201,-3,-3,-5,-3,-2,-1,-2,-2,-2,2,3,1,6,8,8,7,5,2,0.166667,-0.25,-2.208333,0.541667,2.25,4.333333,3.541667,1.541667,0.708333
2017-03-20 06:00:00,0.067,0.05896,0.081357,0.00804,-0.014357,2,0,1.142857,1,2,0.0402,0.0603,0.0067,0.1005,-0.067,-0.0067,0.0201,-0.0536,0.0536,0.1005,-6,-7,-7,-9,-7,-6,-5,-6,-6,1,-2,-1,-3,2,4,4,3,1,-1.875,-3.833333,-4.25,-6.208333,-3.458333,-1.75,0.333333,-0.458333,-2.458333
2017-03-21 06:00:00,0.067,0.067,0.071786,0,-0.004786,8,3,6.142857,6,5,-0.0603,-0.0201,0,-0.0536,0.0402,-0.1273,-0.067,-0.0402,-0.1139,-0.0067,2,0,-1,-1,-3,-1,0,1,0,8,7,4,5,3,8,10,10,9,5.416667,4.125,2.166667,1.75,-0.208333,2.541667,4.25,6.333333,5.541667
2017-03-22 06:00:00,0.062533,0.05762,0.054557,0.004913,0.007976,10,8,9.428571,10,2,0.0067,-0.0536,-0.0134,0.0067,-0.0469,0.0469,-0.1206,-0.0603,-0.0335,-0.1072,0,4,2,1,1,-1,1,2,3,7,10,9,6,7,5,10,12,12,1.333333,7.416667,6.125,4.166667,3.75,1.791667,4.541667,6.25,8.333333
2017-03-23 06:00:00,0.051367,0.06298,0.064129,-0.011613,-0.012762,4,-1,1,0,5,0.0201,0.0268,-0.0335,0.0067,0.0268,-0.0268,0.067,-0.1005,-0.0402,-0.0134,-8,-6,-2,-4,-5,-5,-7,-5,-4,-1,1,4,3,0,1,-1,4,6,-5.25,-4.666667,1.416667,0.125,-1.833333,-2.25,-4.208333,-1.458333,0.25
2017-03-24 06:00:00,0.0603,0.06432,0.0603,-0.00402,0,5,1,3.285714,4,4,0,0.0201,0.0268,-0.0335,0.0067,0.0268,-0.0268,0.067,-0.1005,-0.0402,-6,-7,-5,-1,-3,-4,-4,-6,-4,6,0,2,5,4,1,2,0,5,-0.125,-4.25,-3.666667,2.416667,1.125,-0.833333,-1.25,-3.208333,-0.458333
2017-03-25 06:00:00,0.084867,0.06834,0.071786,0.016527,0.013081,4,2,2.714286,3,2,0.0536,0.0536,0.0737,0.0804,0.0201,0.0603,0.0804,0.0268,0.1206,-0.0469,-6,-7,-8,-6,-2,-4,-5,-5,-7,3,5,-1,1,4,3,0,1,-1,-2.416667,-1.125,-5.25,-4.666667,1.416667,0.125,-1.833333,-2.25,-4.208333
2017-03-26 06:00:00,0.0804,0.07102,0.070829,0.00938,0.009571,2,-1,0.857143,1,3,-0.067,-0.0134,-0.0134,0.0067,0.0134,-0.0469,-0.0067,0.0134,-0.0402,0.0536,-10,-8,-9,-10,-8,-4,-6,-7,-7,3,1,3,-3,-1,2,1,-2,-1,-3.583333,-4.416667,-3.125,-7.25,-6.666667,-0.583333,-1.875,-3.833333,-4.25
2017-03-27 06:00:00,0.0938,0.08308,0.071786,0.01072,0.022014,0,-2,-1.142857,-1,2,0.0536,-0.0134,0.0402,0.0402,0.0603,0.067,0.0067,0.0469,0.067,0.0134,-8,-12,-10,-11,-12,-10,-6,-8,-9,1,1,-1,1,-5,-3,0,-1,-4,-4.041667,-5.583333,-6.416667,-5.125,-9.25,-8.666667,-2.583333,-3.875,-5.833333
2017-03-28 06:00:00,0.067,0.07772,0.071786,-0.01072,-0.004786,2,-1,0.285714,0,3,-0.067,-0.0134,-0.0804,-0.0268,-0.0268,-0.0067,0,-0.0603,-0.0201,0,-11,-6,-10,-8,-9,-10,-8,-4,-6,4,3,3,1,3,-3,-1,2,1,-3.25,-2.041667,-3.583333,-4.416667,-3.125,-7.25,-6.666667,-0.583333,-1.875
2017-03-29 06:00:00,0.064767,0.0737,0.071786,-0.008933,-0.007019,5,2,3.714286,4,3,0.0067,-0.0603,-0.0067,-0.0737,-0.0201,-0.0201,0,0.0067,-0.0536,-0.0134,-11,-8,-3,-7,-5,-6,-7,-5,-1,6,7,6,6,4,6,0,2,5,-3.5,-0.25,0.958333,-0.583333,-1.416667,-0.125,-4.25,-3.666667,2.416667
2017-03-30 06:00:00,0.049133,0.06164,0.070829,-0.012507,-0.021695,7,2,4.142857,4,5,0.0134,0.0201,-0.0469,0.0067,-0.0603,-0.0067,-0.0067,0.0134,0.0201,-0.0402,-12,-9,-6,-1,-5,-3,-4,-5,-3,5,8,9,8,8,6,8,2,4,-3.666667,-1.5,1.75,2.958333,1.416667,0.583333,1.875,-2.25,-1.666667
2017-03-31 06:00:00,0.044667,0.05628,0.065086,-0.011613,-0.020419,7,6,6.571429,7,1,-0.0335,-0.0201,-0.0134,-0.0804,-0.0268,-0.0938,-0.0402,-0.0402,-0.0201,-0.0134,-4,-12,-9,-6,-1,-5,-3,-4,-5,5,5,8,9,8,8,6,8,2,-1.083333,-3.666667,-1.5,1.75,2.958333,1.416667,0.583333,1.875,-2.25
2017-04-01 06:00:00,0.044667,0.04422,0.054557,0.000447,-0.00989,12,10,11.428571,12,2,0.0201,-0.0134,0,0.0067,-0.0603,-0.0067,-0.0737,-0.0201,-0.0201,0,-2,1,-7,-4,-1,4,0,2,1,6,10,10,13,14,13,13,11,13,1.916667,3.916667,1.333333,3.5,6.75,7.958333,6.416667,5.583333,6.875
2017-04-02 06:00:00,0.0268,0.03752,0.047857,-0.01072,-0.021057,12,8,10,10,4,-0.0402,-0.0201,-0.0536,-0.0402,-0.0335,-0.1005,-0.0469,-0.1139,-0.0603,-0.0603,-9,-2,1,-7,-4,-1,4,0,2,2,6,10,10,13,14,13,13,11,-3.375,1.916667,3.916667,1.333333,3.5,6.75,7.958333,6.416667,5.583333
2017-04-03 06:00:00,0.0201,0.02948,0.0335,-0.00938,-0.0134,10,8,8.571429,8,2,0,-0.0402,-0.0201,-0.0536,-0.0402,-0.0335,-0.1005,-0.0469,-0.1139,-0.0603,-12,-11,-4,-1,-9,-6,-3,2,-2,2,0,4,8,8,11,12,11,11,-4.083333,-5.375,-0.083333,1.916667,-0.666667,1.5,4.75,5.958333,4.416667
2017-04-04 06:00:00,0.0335,0.03484,0.0402,-0.00134,-0.0067,7,6,6.857143,7,1,0.0804,0.0804,0.0402,0.0603,0.0268,0.0402,0.0469,-0.0201,0.0335,-0.0335,-7,-15,-14,-7,-4,-12,-9,-6,-1,1,-1,-3,1,5,5,8,9,8,-3.25,-7.083333,-8.375,-3.083333,-1.083333,-3.666667,-1.5,1.75,2.958333
2017-04-05 06:00:00,0.035733,0.03216,0.035414,0.003573,0.000319,5,5,5,5,0,-0.0737,0.0067,0.0067,-0.0335,-0.0134,-0.0469,-0.0335,-0.0268,-0.0938,-0.0402,-4,-9,-17,-16,-9,-6,-14,-11,-8,0,-1,-3,-5,-1,3,3,6,7,-2.5,-5.25,-9.083333,-10.375,-5.083333,-3.083333,-5.666667,-3.5,-0.25
2017-04-06 06:00:00,0.049133,0.03216,0.0335,0.016973,0.015633,7,6,6.857143,7,1,0.0335,-0.0402,0.0402,0.0402,0,0.0201,-0.0134,0,0.0067,-0.0603,-6,-2,-7,-15,-14,-7,-4,-12,-9,2,2,1,-1,-3,1,5,5,8,-0.791667,-0.5,-3.25,-7.083333,-8.375,-3.083333,-1.083333,-3.666667,-1.5
2017-04-07 06:00:00,0.037967,0.04154,0.037329,-0.003573,0.000638,6,5,5.857143,6,1,0.0067,0.0402,-0.0335,0.0469,0.0469,0.0067,0.0268,-0.0067,0.0067,0.0134,-7,-7,-3,-8,-16,-15,-8,-5,-13,0,1,1,0,-2,-4,0,4,4,-2.583333,-1.791667,-1.5,-4.25,-8.083333,-9.375,-4.083333,-2.083333,-4.666667
2017-04-08 06:00:00,0.044667,0.0469,0.035414,-0.002233,0.009252,7,6,6.428571,6,1,-0.0201,-0.0134,0.0201,-0.0536,0.0268,0.0268,-0.0134,0.0067,-0.0268,-0.0134,-4,-6,-6,-2,-7,-15,-14,-7,-4,2,1,2,2,1,-1,-3,1,5,-0.791667,-1.583333,-0.791667,-0.5,-3.25,-7.083333,-8.375,-3.083333,-1.083333
2017-04-09 06:00:00,0.0402,0.03618,0.039243,0.00402,0.000957,8,6,7,7,2,0,-0.0201,-0.0134,0.0201,-0.0536,0.0268,0.0268,-0.0134,0.0067,-0.0268,-2,-3,-5,-5,-1,-6,-14,-13,-6,2,3,2,3,3,2,0,-2,2,0.041667,0.208333,-0.583333,0.208333,0.5,-2.25,-6.083333,-7.375,-2.083333
2017-04-10 06:00:00,0.0268,0.03618,0.0402,-0.00938,-0.0134,8,7,7.857143,8,1,-0.0201,-0.0201,-0.0402,-0.0335,0,-0.0737,0.0067,0.0067,-0.0335,-0.0134,-2,-2,-3,-5,-5,-1,-6,-14,-13,2,2,3,2,3,3,2,0,-2,-0.333333,0.041667,0.208333,-0.583333,0.208333,0.5,-2.25,-6.083333,-7.375
2017-04-11 06:00:00,0.022333,0.03082,0.030629,-0.008487,-0.008295,9,7,7.714286,8,2,0.0067,-0.0134,-0.0134,-0.0335,-0.0268,0.0067,-0.067,0.0134,0.0134,-0.0268,-8,-1,-1,-2,-4,-4,0,-5,-13,2,3,3,4,3,4,4,3,1,-2.375,0.666667,1.041667,1.208333,0.416667,1.208333,1.5,-1.25,-5.083333
