end_time,mean_3_days,mean_5_days,mean_7_days,change_cons_3_5,change_cons_3_7,max_temp,min_temp,mean_temp,median_temp,range_temp,diff_cons_now_1_day,diff_cons_now_2_day,diff_cons_now_3_day,diff_cons_now_4_day,diff_cons_now_5_day,diff_cons_now_6_day,diff_cons_now_7_day,diff_cons_now_8_day,diff_cons_now_9_day,diff_cons_now_10_day,diff_max_temp_now_1_day,diff_max_temp_now_2_day,diff_max_temp_now_3_day,diff_max_temp_now_4_day,diff_max_temp_now_5_day,diff_max_temp_now_6_day,diff_max_temp_now_7_day,diff_max_temp_now_8_day,diff_max_temp_now_9_day,diff_min_temp_now_1_day,diff_min_temp_now_2_day,diff_min_temp_now_3_day,diff_min_temp_now_4_day,diff_min_temp_now_5_day,diff_min_temp_now_6_day,diff_min_temp_now_7_day,diff_min_temp_now_8_day,diff_min_temp_now_9_day,diff_mean_temp_now_1_day,diff_mean_temp_now_2_day,diff_mean_temp_now_3_day,diff_mean_temp_now_4_day,diff_mean_temp_now_5_day,diff_mean_temp_now_6_day,diff_mean_temp_now_7_day,diff_mean_temp_now_8_day,diff_mean_temp_now_9_day
2016-02-28 06:00:00,0.0804,0.08308,0.076571,-0.00268,0.003829,-3,-4,-3.428571,-3,1,0.0804,0,0.0268,0.0134,0.0335,0.0603,0.0603,0.0067,0.0201,-0.0067,-7,-5,-8,-9,-13,-13,-8,-6,-7,-1,-1,-3,-5,-7,-8,-2,1,-1,-3.875,-2.958333,-5.416667,-7.041667,-8.666667,-9.25,-5.291667,-2.416667,-4.041667
2016-02-29 06:00:00,0.062533,0.07504,0.077529,-0.012507,-0.014995,1,-1,0.142857,0,2,-0.0536,0.0268,-0.0536,-0.0268,-0.0402,-0.0201,0.0067,0.0067,-0.0469,-0.0335,-3,-3,-1,-4,-5,-9,-9,-4,-2,5,3,3,1,-1,-3,-4,2,5,0.541667,0.125,1.041667,-1.416667,-3.041667,-4.666667,-5.25,-1.291667,1.583333
2016-03-01 06:00:00,0.082633,0.07638,0.079443,0.006253,0.00319,-1,-2,-1.857143,-2,1,0.0335,-0.0201,0.0603,-0.0201,0.0067,-0.0067,0.0134,0.0402,0.0402,-0.0134,-6,-5,-5,-3,-6,-7,-11,-11,-6,1,3,1,1,-1,-3,-5,-6,0,-2.416667,-1.458333,-1.875,-0.958333,-3.416667,-5.041667,-6.666667,-7.25,-3.291667
2016-03-02 06:00:00,0.082633,0.07638,0.081357,0.006253,0.001276,-1,-2,-1.714286,-2,1,0.0201,0.0536,0,0.0804,0,0.0268,0.0134,0.0335,0.0603,0.0603,-4,-6,-5,-5,-3,-6,-7,-11,-11,1,1,3,1,1,-1,-3,-5,-6,-0.916667,-2.416667,-1.458333,-1.875,-0.958333,-3.416667,-5.041667,-6.666667,-7.25
2016-03-03 06:00:00,0.082633,0.08174,0.077529,0.000893,0.005105,0,-1,-0.857143,-1,1,-0.0536,-0.0335,0,-0.0536,0.0268,-0.0536,-0.0268,-0.0402,-0.0201,0.0067,-5,-3,-5,-4,-4,-2,-5,-6,-10,2,2,2,4,2,2,0,-2,-4,-0.375,0.083333,-1.416667,-0.458333,-0.875,0.041667,-2.416667,-4.041667,-5.666667
2016-03-04 06:00:00,0.091567,0.08308,0.078486,0.008487,0.013081,0,-1,-0.571429,-1,1,0.0603,0.0067,0.0268,0.0603,0.0067,0.0871,0.0067,0.0335,0.0201,0.0402,-6,-5,-3,-5,-4,-4,-2,-5,-6,1,2,2,2,4,2,2,0,-2,-2.125,-0.375,0.083333,-1.416667,-0.458333,-0.875,0.041667,-2.416667,-4.041667
2016-03-05 06:00:00,0.102733,0.1005,0.094757,0.002233,0.007976,-2,-4,-3.285714,-3,2,0.0268,0.0871,0.0335,0.0536,0.0871,0.0335,0.1139,0.0335,0.0603,0.0469,-7,-8,-7,-5,-7,-6,-6,-4,-7,1,-1,0,0,0,2,0,0,-2,-3.166667,-4.125,-2.375,-1.916667,-3.416667,-2.458333,-2.875,-1.958333,-4.416667
2016-03-06 06:00:00,0.084867,0.08308,0.079443,0.001787,0.005424,3,1,2,2,2,-0.1407,-0.1139,-0.0536,-0.1072,-0.0871,-0.0536,-0.1072,-0.0268,-0.1072,-0.0804,-5,-2,-3,-2,0,-2,-1,-1,1,7,6,4,5,5,5,7,5,5,0.875,1.833333,0.875,2.625,3.083333,1.583333,2.541667,2.125,3.041667
2016-03-07 06:00:00,0.0804,0.08174,0.086143,-0.00134,-0.005743,4,3,3.857143,4,1,0.1005,-0.0402,-0.0134,0.0469,-0.0067,0.0134,0.0469,-0.0067,0.0737,-0.0067,-1,-4,-1,-2,-1,1,-1,0,0,3,8,7,5,6,6,6,8,6,0.375,1.875,2.833333,1.875,3.625,4.083333,2.583333,3.541667,3.125
2016-03-08 06:00:00,0.055833,0.08442,0.083271,-0.028587,-0.027438,1,-1,0,0,2,-0.0335,0.067,-0.0737,-0.0469,0.0134,-0.0402,-0.0201,0.0134,-0.0402,0.0402,-3,-4,-7,-4,-5,-4,-2,-4,-3,-1,0,5,4,2,3,3,3,5,-2.5,-2.625,-1.125,-0.166667,-1.125,0.625,1.083333,-0.416667,0.541667
2016-03-09 06:00:00,0.0871,0.0804,0.081357,0.0067,0.005743,-3,-5,-3.714286,-4,2,0.0268,-0.0067,0.0938,-0.0469,-0.0201,0.0402,-0.0134,0.0067,0.0402,-0.0134,-8,-7,-8,-11,-8,-9,-8,-6,-8,-1,-5,-4,1,0,-2,-1,-1,-1,-4.208333,-6.5,-6.625,-5.125,-4.166667,-5.125,-3.375,-2.916667,-4.416667
2016-03-10 06:00:00,0.096033,0.07772,0.091886,0.018313,0.004148,-1,-3,-2.571429,-3,2,0.0335,0.0603,0.0268,0.1273,-0.0134,0.0134,0.0737,0.0201,0.0402,0.0737,-8,-6,-5,-6,-9,-6,-7,-6,-4,4,1,-3,-2,3,2,0,1,1,-1.458333,-2.208333,-4.5,-4.625,-3.125,-2.166667,-3.125,-1.375,-0.916667
2016-03-11 06:00:00,0.084867,0.08442,0.0804,0.000447,0.004467,3,3,3,3,0,-0.0938,-0.0603,-0.0335,-0.067,0.0335,-0.1072,-0.0804,-0.0201,-0.0737,-0.0536,-5,-4,-2,-1,-2,-5,-2,-3,-2,6,8,5,1,2,7,6,4,5,0.75,2.541667,1.791667,-0.5,-0.625,0.875,1.833333,0.875,2.625
2016-03-12 06:00:00,0.0804,0.0804,0.071786,0,0.008614,3,2,2.285714,2,1,0.0469,-0.0469,-0.0134,0.0134,-0.0201,0.0804,-0.0603,-0.0335,0.0268,-0.0268,-3,-5,-4,-2,-1,-2,-5,-2,-3,0,6,8,5,1,2,7,6,4,-1.291667,0.75,2.541667,1.791667,-0.5,-0.625,0.875,1.833333,0.875
2016-03-13 06:00:00,0.0536,0.07638,0.078486,-0.02278,-0.024886,2,1,1.857143,2,1,-0.0335,0.0134,-0.0804,-0.0469,-0.0201,-0.0536,0.0469,-0.0938,-0.067,-0.0067,-2,-4,-6,-5,-3,-2,-3,-6,-3,0,-1,5,7,4,0,1,6,5,-0.75,-2.291667,-0.25,1.541667,0.791667,-1.5,-1.625,-0.125,0.833333
2016-03-14 06:00:00,0.071467,0.07504,0.076571,-0.003573,-0.005105,2,1,1.571429,2,1,0.0402,0.0067,0.0536,-0.0402,-0.0067,0.0201,-0.0134,0.0871,-0.0536,-0.0268,-3,-2,-4,-6,-5,-3,-2,-3,-6,1,0,-1,5,7,4,0,1,6,-0.458333,-0.75,-2.291667,-0.25,1.541667,0.791667,-1.5,-1.625,-0.125
2016-03-15 06:00:00,0.084867,0.0737,0.084229,0.011167,0.000638,-1,-4,-1.571429,-1,3,0.0335,0.0737,0.0402,0.0871,-0.0067,0.0268,0.0536,0.0201,0.1206,-0.0201,-6,-6,-5,-7,-9,-8,-6,-5,-6,2,-2,-3,-4,2,4,1,-3,-2,-2.416667,-3.458333,-3.75,-5.291667,-3.25,-1.458333,-2.208333,-4.5,-4.625
2016-03-16 06:00:00,0.1005,0.08576,0.084229,0.01474,0.016271,4,3,3.428571,3,1,-0.0268,0.0067,0.0469,0.0134,0.0603,-0.0335,0,0.0268,-0.0067,0.0938,0,-1,-1,0,-2,-4,-3,-1,0,8,7,3,2,1,7,9,6,2,2.708333,2.583333,1.541667,1.25,-0.291667,1.75,3.541667,2.791667,0.5
2016-03-17 06:00:00,0.089333,0.0804,0.0737,0.008933,0.015633,3,-1,1.142857,1,4,-0.0402,-0.067,-0.0335,0.0067,-0.0268,0.0201,-0.0737,-0.0402,-0.0134,-0.0469,-3,-1,-2,-2,-1,-3,-5,-4,-2,0,7,6,2,1,0,6,8,5,-1.166667,1.708333,1.583333,0.541667,0.25,-1.291667,0.75,2.541667,1.791667
2016-03-18 06:00:00,0.075933,0.0871,0.0804,-0.011167,-0.004467,-2,-4,-3,-3,2,0.0268,-0.0134,-0.0402,-0.0067,0.0335,0,0.0469,-0.0469,-0.0134,0.0134,-12,-8,-6,-7,-7,-6,-8,-10,-9,0,-5,2,1,-3,-4,-5,1,3,-5.666667,-6.166667,-3.291667,-3.416667,-4.458333,-4.75,-6.291667,-4.25,-2.458333
2016-03-19 06:00:00,0.067,0.08308,0.078486,-0.01608,-0.011486,4,0,2.571429,3,4,-0.0134,0.0134,-0.0268,-0.0536,-0.0201,0.0201,-0.0134,0.0335,-0.0603,-0.0268,-7,-6,-2,0,-1,-1,0,-2,-4,8,6,1,8,7,3,2,1,7,0.791667,0.333333,-0.166667,2.708333,2.583333,1.541667,1.25,-0.291667,1.75
2016-03-20 06:00:00,0.064767,0.06834,0.078486,-0.003573,-0.013719,1,-2,-0.142857,0,3,-0.0201,-0.0335,-0.0067,-0.0469,-0.0737,-0.0402,0,-0.0335,0.0134,-0.0804,-4,-10,-9,-5,-3,-4,-4,-3,-5,1,5,3,-2,5,4,0,-1,-2,-2.791667,-2.208333,-2.666667,-3.166667,-0.291667,-0.416667,-1.458333,-1.75,-3.291667
2016-03-21 06:00:00,0.049133,0.05628,0.070829,-0.007147,-0.021695,4,3,3.857143,4,1,-0.0134,-0.0335,-0.0469,-0.0201,-0.0603,-0.0871,-0.0536,-0.0134,-0.0469,0,-6,-1,-7,-6,-2,0,-1,-1,0,6,4,8,6,1,8,7,3,2,0.125,0.208333,0.791667,0.333333,-0.166667,2.708333,2.583333,1.541667,1.25
2016-03-22 06:00:00,0.0603,0.06566,0.067957,-0.00536,-0.007657,2,0,0.714286,0,2,0.067,0.0536,0.0335,0.0201,0.0469,0.0067,-0.0201,0.0134,0.0536,0.0201,-4,-8,-3,-9,-8,-4,-2,-3,-3,1,4,2,6,4,-1,6,5,1,-1.916667,-1.875,-1.791667,-1.208333,-1.666667,-2.166667,0.708333,0.583333,-0.458333
2016-03-23 06:00:00,0.0603,0.05896,0.061257,0.00134,-0.000957,5,5,5,5,0,-0.0536,0.0134,0,-0.0201,-0.0335,-0.0067,-0.0469,-0.0737,-0.0402,0,-2,-1,-5,0,-6,-5,-1,1,0,5,4,7,5,9,7,2,9,8,1.125,1.083333,1.125,1.208333,1.791667,1.333333,0.833333,3.708333,3.583333
2016-03-24 06:00:00,0.064767,0.05494,0.0603,0.009827,0.004467,2,-1,0.714286,1,3,0,-0.0536,0.0134,0,-0.0201,-0.0335,-0.0067,-0.0469,-0.0737,-0.0402,-6,-5,-4,-8,-3,-9,-8,-4,-2,3,2,1,4,2,6,4,-1,6,-2.375,-1.875,-1.916667,-1.875,-1.791667,-1.208333,-1.666667,-2.166667,0.708333
2016-03-25 06:00:00,0.0536,0.05896,0.058386,-0.00536,-0.004786,3,2,2.428571,2,1,0.0201,0.0201,-0.0335,0.0335,0.0201,0,-0.0134,0.0134,-0.0268,-0.0536,-4,-5,-4,-3,-7,-2,-8,-7,-3,4,4,3,2,5,3,7,5,0,-0.291667,-1.375,-0.875,-0.916667,-0.875,-0.791667,-0.208333,-0.666667,-1.166667
2016-03-26 06:00:00,0.049133,0.05896,0.0536,-0.009827,-0.004467,3,1,2.285714,3,2,-0.0335,-0.0134,-0.0134,-0.067,0,-0.0134,-0.0335,-0.0469,-0.0201,-0.0603,-3,-4,-5,-4,-3,-7,-2,-8,-7,2,4,4,3,2,5,3,7,5,-0.583333,-0.291667,-1.375,-0.875,-0.916667,-0.875,-0.791667,-0.208333,-0.666667
2016-03-27 06:00:00,0.042433,0.04422,0.050729,-0.001787,-0.008295,7,2,4.714286,6,5,-0.0067,-0.0402,-0.0201,-0.0201,-0.0737,-0.0067,-0.0201,-0.0402,-0.0536,-0.0268,0,1,0,-1,0,1,-3,2,-4,6,6,8,8,7,6,9,7,11,2.166667,3.416667,3.708333,2.625,3.125,3.083333,3.125,3.208333,3.791667
2016-03-28 06:00:00,0.0268,0.03886,0.048814,-0.01206,-0.022014,4,2,3,3,2,-0.0067,-0.0134,-0.0469,-0.0268,-0.0268,-0.0804,-0.0134,-0.0268,-0.0469,-0.0603,-9,-3,-2,-3,-4,-3,-2,-6,-1,2,3,3,5,5,4,3,6,4,-2.916667,-0.833333,0.416667,0.708333,-0.375,0.125,0.083333,0.125,0.208333
2016-03-29 06:00:00,0.042433,0.04556,0.045943,-0.003127,-0.00351,7,4,5.571429,6,3,0.0603,0.0536,0.0469,0.0134,0.0335,0.0335,-0.0201,0.0469,0.0335,0.0134,-9,-6,0,1,0,-1,0,1,-3,5,5,6,6,8,8,7,6,9,-2.208333,0.083333,2.166667,3.416667,3.708333,2.625,3.125,3.083333,3.125
2016-03-30 06:00:00,0.037967,0.03484,0.041157,0.003127,-0.00319,9,6,7.428571,7,3,-0.067,-0.0067,-0.0134,-0.0201,-0.0536,-0.0335,-0.0335,-0.0871,-0.0201,-0.0335,-6,-7,-4,2,3,2,1,2,3,5,7,7,8,8,10,10,9,8,-1.291667,-0.208333,2.083333,4.166667,5.416667,5.708333,4.625,5.125,5.083333
2016-03-31 06:00:00,0.075933,0.05494,0.0536,0.020993,0.022333,4,0,2.428571,3,4,0.1206,0.0536,0.1139,0.1072,0.1005,0.067,0.0871,0.0871,0.0335,0.1005,-5,-11,-12,-9,-3,-2,-3,-4,-3,0,0,2,2,3,3,5,5,4,-2.125,-6.291667,-5.208333,-2.916667,-0.833333,0.416667,0.708333,-0.375,0.125
2016-04-01 06:00:00,0.078167,0.067,0.056471,0.011167,0.021695,4,2,2.857143,3,2,-0.0469,0.0737,0.0067,0.067,0.0603,0.0536,0.0201,0.0402,0.0402,-0.0134,-6,-5,-11,-12,-9,-3,-2,-3,-4,4,0,0,2,2,3,3,5,5,-1.583333,-2.125,-6.291667,-5.208333,-2.916667,-0.833333,0.416667,0.708333,-0.375
2016-04-02 06:00:00,0.084867,0.06968,0.056471,0.015187,0.028395,4,2,2.714286,2,2,-0.0536,-0.1005,0.0201,-0.0469,0.0134,0.0067,0,-0.0335,-0.0134,-0.0134,-5,-6,-5,-11,-12,-9,-3,-2,-3,2,4,0,0,2,2,3,3,5,-1.583333,-1.583333,-2.125,-6.291667,-5.208333,-2.916667,-0.833333,0.416667,0.708333
2016-04-03 06:00:00,0.055833,0.06298,0.059343,-0.007147,-0.00351,3,-2,-0.428571,-1,5,0.0134,-0.0402,-0.0871,0.0335,-0.0335,0.0268,0.0201,0.0134,-0.0201,0,-6,-6,-7,-6,-12,-13,-10,-4,-3,4,1,3,-1,-1,1,1,2,2,-1.791667,-2.583333,-2.583333,-3.125,-7.291667,-6.208333,-3.916667,-1.833333,-0.583333
2016-04-04 06:00:00,0.035733,0.06566,0.0603,-0.029927,-0.024567,6,4,5.285714,5,2,-0.0201,-0.0067,-0.0603,-0.1072,0.0134,-0.0536,0.0067,0,-0.0067,-0.0402,-8,-3,-3,-4,-3,-9,-10,-7,-1,8,7,4,6,2,2,4,4,5,-1.291667,1.208333,0.416667,0.416667,-0.125,-4.291667,-3.208333,-0.916667,1.166667
2016-04-05 06:00:00,0.031267,0.04288,0.051686,-0.011613,-0.020419,12,11,11.428571,11,1,-0.0067,-0.0268,-0.0134,-0.067,-0.1139,0.0067,-0.0603,0,-0.0067,-0.0134,-7,-2,3,3,2,3,-3,-4,-1,8,14,13,10,12,8,8,10,10,0.208333,4.708333,7.208333,6.416667,6.416667,5.875,1.708333,2.791667,5.083333
2016-04-06 06:00:00,0.015633,0.02546,0.049771,-0.009827,-0.034138,11,7,9.285714,9,4,-0.0201,-0.0268,-0.0469,-0.0335,-0.0871,-0.134,-0.0134,-0.0804,-0.0201,-0.0268,-9,-8,-3,2,2,1,2,-4,-5,0,7,13,12,9,11,7,7,9,-3.833333,-0.791667,3.708333,6.208333,5.416667,5.416667,4.875,0.708333,1.791667
2016-04-07 06:00:00,0.011167,0.02144,0.032543,-0.010273,-0.021376,12,9,9.571429,9,3,0.0134,-0.0067,-0.0134,-0.0335,-0.0201,-0.0737,-0.1206,0,-0.067,-0.0067,-10,-8,-7,-2,3,3,2,3,-3,5,1,8,14,13,10,12,8,8,-3.416667,-2.833333,0.208333,4.708333,7.208333,6.416667,6.416667,5.875,1.708333
2016-04-08 06:00:00,0.031267,0.02814,0.031586,0.003127,-0.000319,9,8,8.285714,8,1,0.067,0.0804,0.0603,0.0536,0.0335,0.0469,-0.0067,-0.0536,0.067,0,-4,-13,-11,-10,-5,0,0,-1,0,1,2,-2,5,11,10,7,9,5,-1.75,-6.416667,-5.833333,-2.791667,1.708333,4.208333,3.416667,3.416667,2.875
2016-04-09 06:00:00,0.0536,0.03618,0.036371,0.01742,0.017229,5,1,2.714286,3,4,-0.0134,0.0536,0.067,0.0469,0.0402,0.0201,0.0335,-0.0201,-0.067,0.0536,-8,-8,-17,-15,-14,-9,-4,-4,-5,1,-3,-2,-6,1,7,6,3,5,-3.958333,-5.75,-10.416667,-9.833333,-6.791667,-2.291667,0.208333,-0.583333,-0.583333
2016-04-10 06:00:00,0.055833,0.03618,0.032543,0.019653,0.02329,5,-1,0.571429,0,6,-0.0469,-0.0603,0.0067,0.0201,0,-0.0067,-0.0268,-0.0134,-0.067,-0.1139,-8,-8,-8,-17,-15,-14,-9,-4,-4,4,1,-3,-2,-6,1,7,6,3,-1.958333,-3.958333,-5.75,-10.416667,-9.833333,-6.791667,-2.291667,0.208333,-0.583333
2016-04-11 06:00:00,0.0402,0.04288,0.0335,-0.00268,0.0067,6,4,4.857143,5,2,0.0134,-0.0335,-0.0469,0.0201,0.0335,0.0134,0.0067,-0.0134,0,-0.0536,-7,-7,-7,-7,-16,-14,-13,-8,-3,7,5,2,-2,-1,-5,2,8,7,-0.708333,-0.958333,-2.958333,-4.75,-9.416667,-8.833333,-5.791667,-1.291667,1.208333
2016-04-12 06:00:00,0.022333,0.04288,0.032543,-0.020547,-0.01021,6,6,6,6,0,-0.0201,-0.0067,-0.0536,-0.067,0,0.0134,-0.0067,-0.0134,-0.0335,-0.0201,-3,-7,-7,-7,-7,-16,-14,-13,-8,2,7,5,2,-2,-1,-5,2,8,-0.833333,-0.708333,-0.958333,-2.958333,-4.75,-9.416667,-8.833333,-5.791667,-1.291667
2016-04-13 06:00:00,0.024567,0.03216,0.036371,-0.007593,-0.011805,7,4,5.857143,6,3,0.0134,-0.0067,0.0067,-0.0402,-0.0536,0.0134,0.0268,0.0067,0,-0.0201,-5,-2,-6,-6,-6,-6,-15,-13,-12,1,3,8,6,3,-1,0,-4,3,-1.375,0.166667,0.291667,0.041667,-1.958333,-3.75,-8.416667,-7.833333,-4.791667
2016-04-14 06:00:00,0.0201,0.02278,0.037329,-0.00268,-0.017229,9,8,8.714286,9,1,-0.0067,0.0067,-0.0134,0,-0.0469,-0.0603,0.0067,0.0201,0,-0.0067,-6,-3,0,-4,-4,-4,-4,-13,-11,5,3,5,10,8,5,1,2,-2,-0.791667,0.625,2.166667,2.291667,2.041667,0.041667,-1.75,-6.416667,-5.833333
2016-04-15 06:00:00,0.044667,0.03618,0.038286,0.008487,0.006381,7,5,6.285714,7,2,0.067,0.0603,0.0737,0.0536,0.067,0.0201,0.0067,0.0737,0.0871,0.067,-8,-8,-5,-2,-6,-6,-6,-6,-15,1,3,1,3,8,6,3,-1,0,-3.583333,-2.791667,-1.375,0.166667,0.291667,0.041667,-1.958333,-3.75,-8.416667
2016-04-16 06:00:00,0.044667,0.03484,0.032543,0.009827,0.012124,3,1,2.428571,3,2,-0.0603,0.0067,0,0.0134,-0.0067,0.0067,-0.0402,-0.0536,0.0134,0.0268,-9,-12,-12,-9,-6,-10,-10,-10,-10,1,-3,-1,-3,-1,4,2,-1,-5,-4.416667,-7.583333,-6.791667,-5.375,-3.833333,-3.708333,-3.958333,-5.958333,-7.75
2016-04-17 06:00:00,0.037967,0.03216,0.029671,0.005807,0.008295,8,6,6.428571,6,2,-0.0268,-0.0871,-0.0201,-0.0268,-0.0134,-0.0335,-0.0201,-0.067,-0.0804,-0.0134,-6,-4,-7,-7,-4,-1,-5,-5,-5,7,6,2,4,2,4,9,7,4,0.25,0.583333,-2.583333,-1.791667,-0.375,1.166667,1.291667,1.041667,-0.958333
2016-04-18 06:00:00,0.029033,0.03886,0.0335,-0.009827,-0.004467,8,7,7.571429,8,1,0.0603,0.0335,-0.0268,0.0402,0.0335,0.0469,0.0268,0.0402,-0.0067,-0.0201,-7,-6,-4,-7,-7,-4,-1,-5,-5,2,7,6,2,4,2,4,9,7,-2.125,0.25,0.583333,-2.583333,-1.791667,-0.375,1.166667,1.291667,1.041667
2016-04-19 06:00:00,0.024567,0.03752,0.0335,-0.012953,-0.008933,5,2,3.571429,3,3,-0.0469,0.0134,-0.0134,-0.0737,-0.0067,-0.0134,0,-0.0201,-0.0067,-0.0536,-8,-10,-9,-7,-10,-10,-7,-4,-8,1,-1,4,3,-1,1,-1,1,6,-3.458333,-5.125,-2.75,-2.416667,-5.583333,-4.791667,-3.375,-1.833333,-1.708333
2016-04-20 06:00:00,0.029033,0.02278,0.031586,0.006253,-0.002552,9,7,7.857143,8,2,0,-0.0469,0.0134,-0.0134,-0.0737,-0.0067,-0.0134,0,-0.0201,-0.0067,-1,-4,-6,-5,-3,-6,-6,-3,0,7,5,3,8,7,3,5,3,5,1.541667,0.541667,-1.125,1.25,1.583333,-1.583333,-0.791667,0.625,2.166667
2016-04-21 06:00:00,0.0335,0.03216,0.039243,0.00134,-0.005743,7,6,6.285714,6,1,0.0603,0.0603,0.0134,0.0737,0.0469,-0.0134,0.0536,0.0469,0.0603,0.0402,-5,-3,-6,-8,-7,-5,-8,-8,-5,0,5,3,1,6,5,1,3,1,-2.208333,-0.458333,-1.458333,-3.125,-0.75,-0.416667,-3.583333,-2.791667,-1.375
2016-04-22 06:00:00,0.031267,0.0335,0.027757,-0.002233,0.00351,4,1,2.285714,2,3,-0.067,-0.0067,-0.0067,-0.0536,0.0067,-0.0201,-0.0804,-0.0134,-0.0201,-0.0067,-8,-8,-6,-9,-11,-10,-8,-11,-11,1,-3,2,0,-2,3,2,-2,0,-3.75,-5.208333,-3.458333,-4.458333,-6.125,-3.75,-3.416667,-6.583333,-5.791667
2016-04-23 06:00:00,0.0335,0.02546,0.0268,0.00804,0.0067,7,6,6.142857,6,1,0.0134,-0.0536,0.0067,0.0067,-0.0402,0.0201,-0.0067,-0.067,0,-0.0067,-6,-5,-5,-3,-6,-8,-7,-5,-8,6,4,0,5,3,1,6,5,1,-0.708333,-0.75,-2.208333,-0.458333,-1.458333,-3.125,-0.75,-0.416667,-3.583333
2016-04-24 06:00:00,0.031267,0.03618,0.036371,-0.004913,-0.005105,4,0,1.571429,1,4,0.0469,0.0603,-0.0067,0.0536,0.0536,0.0067,0.067,0.0402,-0.0201,0.0469,-8,-9,-8,-8,-6,-9,-11,-10,-8,3,3,1,-3,2,0,-2,3,2,-3.791667,-3.708333,-3.75,-5.208333,-3.458333,-4.458333,-6.125,-3.75,-3.416667
2016-04-25 06:00:00,0.049133,0.04556,0.036371,0.003573,0.012762,2,0,0.571429,0,2,-0.0067,0.0402,0.0536,-0.0134,0.0469,0.0469,0,0.0603,0.0335,-0.0268,-9,-10,-11,-10,-10,-8,-11,-13,-12,2,1,1,-1,-5,0,-2,-4,1,-3.541667,-5.791667,-5.708333,-5.75,-7.208333,-5.458333,-6.458333,-8.125,-5.75
2016-04-26 06:00:00,0.062533,0.04288,0.043071,0.019653,0.019462,1,-2,-0.428571,0,3,0,-0.0067,0.0402,0.0536,-0.0134,0.0469,0.0469,0,0.0603,0.0335,-6,-10,-11,-12,-11,-11,-9,-12,-14,1,1,0,0,-2,-6,-1,-3,-5,-1.958333,-4.541667,-6.791667,-6.708333,-6.75,-8.208333,-6.458333,-7.458333,-9.125
2016-04-27 06:00:00,0.082633,0.067,0.059343,0.015633,0.02329,3,2,2.142857,2,1,0.067,0.067,0.0603,0.1072,0.1206,0.0536,0.1139,0.1139,0.067,0.1273,-6,-4,-8,-9,-10,-9,-9,-7,-10,5,3,3,2,2,0,-4,1,-1,-0.875,0.041667,-2.541667,-4.791667,-4.708333,-4.75,-6.208333,-4.458333,-5.458333
2016-04-28 06:00:00,0.069233,0.067,0.051686,0.002233,0.017548,3,2,2.142857,2,1,-0.1072,-0.0402,-0.0402,-0.0469,0,0.0134,-0.0536,0.0067,0.0067,-0.0402,-1,-6,-4,-8,-9,-10,-9,-9,-7,2,5,3,3,2,2,0,-4,1,0.791667,-0.875,0.041667,-2.541667,-4.791667,-4.708333,-4.75,-6.208333,-4.458333
2016-04-29 06:00:00,0.098267,0.08308,0.071786,0.015187,0.026481,4,2,2.857143,3,2,0.1273,0.0201,0.0871,0.0871,0.0804,0.1273,0.1407,0.0737,0.134,0.134,-4,0,-5,-3,-7,-8,-9,-8,-8,2,3,6,4,4,3,3,1,-3,-0.291667,1.791667,0.125,1.041667,-1.541667,-3.791667,-3.708333,-3.75,-5.208333
2016-04-30 06:00:00,0.055833,0.07102,0.068914,-0.015187,-0.013081,5,-1,0.857143,0,6,-0.1474,-0.0201,-0.1273,-0.0603,-0.0603,-0.067,-0.0201,-0.0067,-0.0737,-0.0134,-4,-3,1,-4,-2,-6,-7,-8,-7,3,3,4,7,5,5,4,4,2,0.208333,0.708333,2.791667,1.125,2.041667,-0.541667,-2.791667,-2.708333,-2.75
2016-05-01 06:00:00,0.062533,0.067,0.065086,-0.004467,-0.002552,9,7,7.857143,8,2,0.0402,-0.1072,0.0201,-0.0871,-0.0201,-0.0201,-0.0268,0.0201,0.0335,-0.0335,-5,0,1,5,0,2,-2,-3,-4,10,7,7,8,11,9,9,8,8,0.958333,4.208333,4.708333,6.791667,5.125,6.041667,3.458333,1.208333,1.291667
2016-05-02 06:00:00,0.024567,0.04824,0.061257,-0.023673,-0.03669,10,3,6.142857,7,7,-0.0067,0.0335,-0.1139,0.0134,-0.0938,-0.0268,-0.0268,-0.0335,0.0134,0.0268,-7,-4,1,2,6,1,3,-1,-2,3,11,8,8,9,12,10,10,9,-1.625,1.958333,5.208333,5.708333,7.791667,6.125,7.041667,4.458333,2.208333
2016-05-03 06:00:00,0.031267,0.04824,0.055514,-0.016973,-0.024248,12,3,6.285714,6,9,-0.0134,-0.0201,0.0201,-0.1273,0,-0.1072,-0.0402,-0.0402,-0.0469,0,-5,-5,-2,3,4,8,3,5,1,9,5,13,10,10,11,14,12,12,0.25,0.375,3.958333,7.208333,7.708333,9.791667,8.125,9.041667,6.458333
2016-05-04 06:00:00,0.017867,0.01876,0.037329,-0.000893,-0.019462,11,5,7.142857,7,6,-0.0201,-0.0335,-0.0402,0,-0.1474,-0.0201,-0.1273,-0.0603,-0.0603,-0.067,-8,-6,-6,-3,2,3,7,2,4,8,8,4,12,9,9,10,13,11,-1.166667,-0.75,-0.625,2.958333,6.208333,6.708333,8.791667,7.125,8.041667
